#Kbase_ID	Type	Strand	Start	End	Function
	source	plus	1	4007882	
Bacterial_genome_Nanuq_01May2018.CDS.2690	gene	plus	2366683	2366799	
Bacterial_genome_Nanuq_01May2018.CDS.2691	gene	plus	2366789	2367850	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)
Bacterial_genome_Nanuq_01May2018.CDS.2692	gene	plus	2367875	2368432	Translation elongation factor P
Bacterial_genome_Nanuq_01May2018.CDS.2693	gene	plus	2368580	2368861	FIG01228228: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2694	gene	plus	2368938	2369861	Stage III sporulation protein AA
Bacterial_genome_Nanuq_01May2018.CDS.2695	gene	plus	2369855	2370187	Stage III sporulation protein AB
Bacterial_genome_Nanuq_01May2018.CDS.2696	gene	plus	2370181	2370369	Stage III sporulation protein AB
Bacterial_genome_Nanuq_01May2018.CDS.2697	gene	plus	2370392	2370598	Stage III sporulation protein AC
Bacterial_genome_Nanuq_01May2018.CDS.2698	gene	plus	2370698	2371000	Stage III sporulation protein AD
Bacterial_genome_Nanuq_01May2018.CDS.2699	gene	plus	2371062	2371748	Stage III sporulation protein AE
Bacterial_genome_Nanuq_01May2018.CDS.2700	gene	plus	2371732	2372238	Stage III sporulation protein AE
Bacterial_genome_Nanuq_01May2018.CDS.2701	gene	plus	2372255	2372875	Stage III sporulation protein AF
Bacterial_genome_Nanuq_01May2018.CDS.2702	gene	plus	2372868	2373524	Stage III sporulation protein AG
Bacterial_genome_Nanuq_01May2018.CDS.2703	gene	plus	2373563	2374213	Stage III sporulation protein AH
Bacterial_genome_Nanuq_01May2018.CDS.2704	gene	plus	2374367	2374846	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Bacterial_genome_Nanuq_01May2018.CDS.2705	gene	plus	2374861	2376213	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)
Bacterial_genome_Nanuq_01May2018.CDS.2706	gene	plus	2376235	2376642	Alkaline shock protein
Bacterial_genome_Nanuq_01May2018.CDS.2707	gene	plus	2376765	2376893	
Bacterial_genome_Nanuq_01May2018.CDS.2708	gene	plus	2376906	2377298	Transcription termination protein NusB
Bacterial_genome_Nanuq_01May2018.CDS.2709	gene	plus	2377310	2378161	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)
Bacterial_genome_Nanuq_01May2018.CDS.2710	gene	plus	2378285	2378884	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
Bacterial_genome_Nanuq_01May2018.CDS.2711	gene	plus	2378869	2379630	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
Bacterial_genome_Nanuq_01May2018.CDS.2712	gene	plus	2379627	2379881	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
Bacterial_genome_Nanuq_01May2018.CDS.2713	gene	plus	2379950	2380759	(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)
Bacterial_genome_Nanuq_01May2018.CDS.2714	gene	plus	2380901	2382802	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
Bacterial_genome_Nanuq_01May2018.CDS.2715	gene	plus	2382799	2383644	RNA binding methyltransferase FtsJ like
Bacterial_genome_Nanuq_01May2018.CDS.2716	gene	plus	2383741	2384190	Arginine pathway regulatory protein ArgR, repressor of arg regulon
Bacterial_genome_Nanuq_01May2018.CDS.2717	gene	plus	2384222	2385088	DNA repair protein RecN
Bacterial_genome_Nanuq_01May2018.CDS.2718	gene	plus	2385073	2385951	DNA repair protein RecN
Bacterial_genome_Nanuq_01May2018.CDS.2719	gene	plus	2386114	2387097	Stage IV sporulation protein B
Bacterial_genome_Nanuq_01May2018.CDS.2720	gene	plus	2387091	2387393	Stage IV sporulation protein B
Bacterial_genome_Nanuq_01May2018.CDS.2721	gene	plus	2387673	2388473	Stage 0 sporulation two-component response regulator (Spo0A)
Bacterial_genome_Nanuq_01May2018.CDS.2729	gene	plus	2393073	2393696	Integral membrane protein
Bacterial_genome_Nanuq_01May2018.CDS.2730	gene	plus	2394028	2394321	FIG01235415: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2731	gene	plus	2394342	2394968	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)
Bacterial_genome_Nanuq_01May2018.CDS.2732	gene	plus	2395056	2395172	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
Bacterial_genome_Nanuq_01May2018.CDS.2733	gene	plus	2395169	2395792	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)
Bacterial_genome_Nanuq_01May2018.CDS.2734	gene	plus	2395933	2397114	3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)
Bacterial_genome_Nanuq_01May2018.CDS.2735	gene	plus	2397134	2397985	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)
Bacterial_genome_Nanuq_01May2018.CDS.2736	gene	plus	2398015	2399148	Butyryl-CoA dehydrogenase (EC 1.3.8.1)
Bacterial_genome_Nanuq_01May2018.CDS.2737	gene	plus	2399172	2400269	2-methylcitrate synthase (EC 2.3.3.5)
Bacterial_genome_Nanuq_01May2018.CDS.2738	gene	plus	2400295	2401722	2-methylcitrate dehydratase (EC 4.2.1.79)
Bacterial_genome_Nanuq_01May2018.CDS.2739	gene	plus	2401741	2402646	Methylisocitrate lyase (EC 4.1.3.30)
Bacterial_genome_Nanuq_01May2018.CDS.2741	gene	plus	2403070	2405139	Transcriptional regulator BkdR of isoleucine and valine catabolism operon
Bacterial_genome_Nanuq_01May2018.CDS.2742	gene	plus	2405262	2405657	Phosphate butyryltransferase (EC 2.3.1.19)
Bacterial_genome_Nanuq_01May2018.CDS.2743	gene	plus	2405657	2406154	Phosphate butyryltransferase (EC 2.3.1.19)
Bacterial_genome_Nanuq_01May2018.CDS.2744	gene	plus	2406168	2407262	Leucine dehydrogenase (EC 1.4.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.2745	gene	plus	2407286	2407765	Butyrate kinase (EC 2.7.2.7)
Bacterial_genome_Nanuq_01May2018.CDS.2746	gene	plus	2407762	2408394	Butyrate kinase (EC 2.7.2.7)
Bacterial_genome_Nanuq_01May2018.CDS.2747	gene	plus	2408384	2409805	Dihydrolipoamide dehydrogenase of branched-chain alpha-keto acid dehydrogenase (EC 1.8.1.4)
Bacterial_genome_Nanuq_01May2018.CDS.2748	gene	plus	2409828	2410820	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)
Bacterial_genome_Nanuq_01May2018.CDS.2749	gene	plus	2410833	2411306	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)
Bacterial_genome_Nanuq_01May2018.CDS.2750	gene	plus	2411270	2411815	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)
Bacterial_genome_Nanuq_01May2018.CDS.2751	gene	plus	2411837	2413099	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)
Bacterial_genome_Nanuq_01May2018.CDS.2753	gene	plus	2414219	2414656	FIG01226417: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2754	gene	plus	2414657	2414827	
Bacterial_genome_Nanuq_01May2018.CDS.2755	gene	plus	2414901	2415668	Arginine-binding extracellular protein ArtP
Bacterial_genome_Nanuq_01May2018.CDS.2756	gene	plus	2415730	2416389	Arginine transport system permease protein ArtQ
Bacterial_genome_Nanuq_01May2018.CDS.2757	gene	plus	2416382	2417104	Arginine transport ATP-binding protein ArtM
Bacterial_genome_Nanuq_01May2018.CDS.2758	gene	plus	2417180	2418133	Integral membrane protein
Bacterial_genome_Nanuq_01May2018.CDS.2759	gene	plus	2418154	2418732	Protein erfK/srfK precursor
Bacterial_genome_Nanuq_01May2018.CDS.2761	gene	plus	2418935	2420872	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.2762	gene	plus	2420889	2421677	Peptidase T (EC 3.4.11.4)
Bacterial_genome_Nanuq_01May2018.CDS.2763	gene	plus	2421674	2422003	Peptidase T (EC 3.4.11.4)
Bacterial_genome_Nanuq_01May2018.CDS.2766	gene	plus	2423342	2424586	DNA polymerase IV (EC 2.7.7.7)
Bacterial_genome_Nanuq_01May2018.CDS.2767	gene	plus	2424695	2426104	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)
Bacterial_genome_Nanuq_01May2018.CDS.2769	gene	plus	2427874	2428800	Ribonuclease Z (EC 3.1.26.11)
Bacterial_genome_Nanuq_01May2018.CDS.2774	gene	plus	2431581	2432459	Transcriptional regulators, LysR family
Bacterial_genome_Nanuq_01May2018.CDS.2776	gene	plus	2434059	2434406	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.2777	gene	plus	2434403	2435968	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39); Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.2778	gene	plus	2436016	2436315	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39); Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.2779	gene	plus	2436355	2437335	
Bacterial_genome_Nanuq_01May2018.CDS.2780	gene	plus	2437360	2437632	
Bacterial_genome_Nanuq_01May2018.CDS.2781	gene	plus	2437629	2438993	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.2782	gene	plus	2439008	2439745	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
Bacterial_genome_Nanuq_01May2018.CDS.2783	gene	plus	2439785	2443576	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)
Bacterial_genome_Nanuq_01May2018.CDS.2784	gene	plus	2443684	2448030	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.2785	gene	plus	2448033	2449031	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)
Bacterial_genome_Nanuq_01May2018.CDS.2786	gene	plus	2449007	2451787	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.2787	gene	plus	2451817	2452362	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)
Bacterial_genome_Nanuq_01May2018.CDS.2788	gene	plus	2452381	2458677	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.2789	gene	plus	2458717	2459448	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.2790	gene	plus	2459451	2464442	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.2791	gene	plus	2464494	2476775	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.2792	gene	plus	2476757	2478379	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.2793	gene	plus	2478388	2480103	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.2794	gene	plus	2480108	2487826	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.2795	gene	plus	2487849	2489501	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.2796	gene	plus	2489498	2494003	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.2797	gene	plus	2494000	2499585	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.2798	gene	plus	2499546	2500214	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.2799	gene	plus	2500296	2501450	putative cytochrome P450 hydroxylase
Bacterial_genome_Nanuq_01May2018.CDS.2800	gene	plus	2501447	2501617	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
Bacterial_genome_Nanuq_01May2018.CDS.2801	gene	plus	2501617	2502753	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
Bacterial_genome_Nanuq_01May2018.CDS.2802	gene	plus	2502803	2503549	Enoyl-CoA hydratase (EC 4.2.1.17)
Bacterial_genome_Nanuq_01May2018.CDS.2805	gene	plus	2504819	2505778	Zinc metallohydrolase
Bacterial_genome_Nanuq_01May2018.CDS.2806	gene	plus	2505784	2506560	oxidoreductase, short-chain dehydrogenase/reductase family
Bacterial_genome_Nanuq_01May2018.CDS.2807	gene	plus	2506577	2508004	D-serine dehydratase (EC 4.3.1.18)
Bacterial_genome_Nanuq_01May2018.CDS.2808	gene	plus	2508001	2508960	Pantothenate kinase (EC 2.7.1.33)
Bacterial_genome_Nanuq_01May2018.CDS.2809	gene	plus	2508982	2509374	Possible glyoxylase family protein (Lactoylglutathione lyase) (EC 4.4.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.2815	gene	plus	2512886	2513356	acetyltransferase, GNAT family
Bacterial_genome_Nanuq_01May2018.CDS.2816	gene	plus	2513369	2513713	FIG01243648: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2817	gene	plus	2513710	2513949	N-Acyltransferase superfamily / Uncharacterised protein family UPF0157 (COG2320)
Bacterial_genome_Nanuq_01May2018.CDS.2818	gene	plus	2513939	2514676	N-Acyltransferase superfamily / Uncharacterised protein family UPF0157 (COG2320)
Bacterial_genome_Nanuq_01May2018.CDS.2819	gene	plus	2514748	2515110	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2820	gene	plus	2515085	2515324	FIG01226063: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2822	gene	plus	2516400	2516624	
Bacterial_genome_Nanuq_01May2018.CDS.2825	gene	plus	2517838	2518395	ADP-ribose pyrophosphatase (EC 3.6.1.13)
Bacterial_genome_Nanuq_01May2018.CDS.2826	gene	plus	2518395	2519558	DNA helicase II (EC 3.6.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.2828	gene	plus	2520099	2520569	L-asparaginase I, cytoplasmic (EC 3.5.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.2829	gene	plus	2520662	2521087	L-asparaginase I, cytoplasmic (EC 3.5.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.2830	gene	plus	2521125	2522552	Aspartate ammonia-lyase (EC 4.3.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.2831	gene	plus	2522694	2524100	Malate-2H(+)/Na(+)-lactate antiporter YqkI/MleN
Bacterial_genome_Nanuq_01May2018.CDS.2832	gene	plus	2524113	2525426	Oxaloacetate decarboxylase involved in citrate fermentation (EC 4.1.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.2833	gene	plus	2525538	2525828	
Bacterial_genome_Nanuq_01May2018.CDS.2834	gene	plus	2525885	2526154	FIG01232010: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2835	gene	plus	2526188	2526832	Stage II sporulation protein M (SpoIIM)
Bacterial_genome_Nanuq_01May2018.CDS.2836	gene	plus	2526945	2527394	Ferric uptake regulation protein FUR
Bacterial_genome_Nanuq_01May2018.CDS.2837	gene	plus	2527510	2527737	FIG01226426: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2838	gene	plus	2527745	2528635	Site-specific tyrosine recombinase XerD
Bacterial_genome_Nanuq_01May2018.CDS.2839	gene	plus	2528804	2529988	Phosphopentomutase (EC 5.4.2.7)
Bacterial_genome_Nanuq_01May2018.CDS.2840	gene	plus	2530000	2530818	Purine nucleoside phosphorylase (EC 2.4.2.1); N-Ribosylnicotinamide phosphorylase (EC 2.4.2.1)
Bacterial_genome_Nanuq_01May2018.CDS.2841	gene	plus	2530955	2532124	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
Bacterial_genome_Nanuq_01May2018.CDS.2842	gene	plus	2532219	2532572	Anti-sigma F factor antagonist (spoIIAA-2); Anti-sigma B factor antagonist RsbV
Bacterial_genome_Nanuq_01May2018.CDS.2843	gene	plus	2532569	2533009	Anti-sigma F factor (EC 2.7.11.1)
Bacterial_genome_Nanuq_01May2018.CDS.2844	gene	plus	2533021	2533749	RNA polymerase sporulation specific sigma factor SigF
Bacterial_genome_Nanuq_01May2018.CDS.2845	gene	plus	2533913	2534131	Stage V sporulation protein AA (SpoVAA)
Bacterial_genome_Nanuq_01May2018.CDS.2846	gene	plus	2534094	2534531	Stage V sporulation protein AA (SpoVAA)
Bacterial_genome_Nanuq_01May2018.CDS.2847	gene	plus	2534575	2534817	Stage V sporulation protein AB (SpoVAB)
Bacterial_genome_Nanuq_01May2018.CDS.2848	gene	plus	2534787	2534945	Stage V sporulation protein AB (SpoVAB)
Bacterial_genome_Nanuq_01May2018.CDS.2849	gene	plus	2534958	2535410	Stage V sporulation protein AC (SpoVAC)
Bacterial_genome_Nanuq_01May2018.CDS.2850	gene	plus	2535422	2536438	Stage V sporulation protein AD (SpoVAD)
Bacterial_genome_Nanuq_01May2018.CDS.2851	gene	plus	2536439	2536789	Stage V sporulation protein AE (SpoVAE)
Bacterial_genome_Nanuq_01May2018.CDS.2852	gene	plus	2536796	2537401	Stage V sporulation protein AE (SpoVAE)
Bacterial_genome_Nanuq_01May2018.CDS.2853	gene	plus	2537355	2538836	Stage V sporulation protein AF (SpoVAF)
Bacterial_genome_Nanuq_01May2018.CDS.2854	gene	plus	2538961	2540280	Diaminopimelate decarboxylase (EC 4.1.1.20)
Bacterial_genome_Nanuq_01May2018.CDS.2857	gene	plus	2541506	2541937	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
Bacterial_genome_Nanuq_01May2018.CDS.2858	gene	plus	2542088	2542579	CcdC protein
Bacterial_genome_Nanuq_01May2018.CDS.2859	gene	plus	2542675	2543235	Signal peptidase I (EC 3.4.21.89)
Bacterial_genome_Nanuq_01May2018.CDS.2860	gene	plus	2543257	2543802	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2861	gene	plus	2544223	2545338	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)
Bacterial_genome_Nanuq_01May2018.CDS.2862	gene	plus	2545319	2545684	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.2863	gene	plus	2545650	2545964	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.2864	gene	plus	2545979	2547175	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)
Bacterial_genome_Nanuq_01May2018.CDS.2865	gene	plus	2547208	2547672	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
Bacterial_genome_Nanuq_01May2018.CDS.2868	gene	plus	2549134	2549688	Segregation and condensation protein A
Bacterial_genome_Nanuq_01May2018.CDS.2869	gene	plus	2549685	2549888	Segregation and condensation protein A
Bacterial_genome_Nanuq_01May2018.CDS.2870	gene	plus	2549878	2550114	Segregation and condensation protein B
Bacterial_genome_Nanuq_01May2018.CDS.2871	gene	plus	2550111	2550470	Segregation and condensation protein B
Bacterial_genome_Nanuq_01May2018.CDS.2872	gene	plus	2550560	2551045	FIG01226807: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2873	gene	plus	2551158	2552309	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
Bacterial_genome_Nanuq_01May2018.CDS.2874	gene	plus	2552297	2552887	Spore maturation protein A
Bacterial_genome_Nanuq_01May2018.CDS.2875	gene	plus	2552892	2553428	Spore maturation protein B
Bacterial_genome_Nanuq_01May2018.CDS.2876	gene	plus	2553557	2554255	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)
Bacterial_genome_Nanuq_01May2018.CDS.2877	gene	plus	2554340	2554879	Cytochrome c-type biogenesis protein ResA
Bacterial_genome_Nanuq_01May2018.CDS.2878	gene	plus	2554876	2555535	Cytochrome c-type biogenesis protein Ccs1/ResB
Bacterial_genome_Nanuq_01May2018.CDS.2879	gene	plus	2555577	2556503	Cytochrome c-type biogenesis protein Ccs1/ResB
Bacterial_genome_Nanuq_01May2018.CDS.2880	gene	plus	2556522	2557697	Cytochrome c-type biogenesis protein CcsA/ResC
Bacterial_genome_Nanuq_01May2018.CDS.2881	gene	plus	2557779	2558501	DNA-binding response regulator ResD
Bacterial_genome_Nanuq_01May2018.CDS.2882	gene	plus	2558498	2560279	Sensor histidine kinase ResE (EC 2.7.3.-)
Bacterial_genome_Nanuq_01May2018.CDS.2883	gene	plus	2560470	2561054	RNA polymerase sigma factor SigX
Bacterial_genome_Nanuq_01May2018.CDS.2884	gene	plus	2561029	2562090	Sigma-X negative effector
Bacterial_genome_Nanuq_01May2018.CDS.2886	gene	plus	2563783	2563902	
Bacterial_genome_Nanuq_01May2018.CDS.2887	gene	plus	2564203	2564775	Substrate-specific component RibU of riboflavin ECF transporter
Bacterial_genome_Nanuq_01May2018.CDS.2889	gene	plus	2565431	2566489	hypothetical protein YpbB
Bacterial_genome_Nanuq_01May2018.CDS.2890	gene	plus	2566554	2567972	ATP-dependent DNA helicase RecS (RecQ family)
Bacterial_genome_Nanuq_01May2018.CDS.2891	gene	plus	2567987	2568574	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2892	gene	plus	2568552	2569322	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2893	gene	plus	2569391	2569849	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2894	gene	plus	2569936	2570724	Phosphoesterase
Bacterial_genome_Nanuq_01May2018.CDS.2895	gene	plus	2570876	2571460	Negative regulator of genetic competence MecA
Bacterial_genome_Nanuq_01May2018.CDS.2896	gene	plus	2571621	2572895	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)
Bacterial_genome_Nanuq_01May2018.CDS.2897	gene	plus	2573001	2573984	Thioredoxin reductase (EC 1.8.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.2898	gene	plus	2574080	2574736	FIG00895122: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2899	gene	plus	2574869	2575738	Spore cortex-lytic enzyme, lytic transglycosylase SleB
Bacterial_genome_Nanuq_01May2018.CDS.2900	gene	plus	2575763	2577112	Spore germination protein YpeB
Bacterial_genome_Nanuq_01May2018.CDS.2901	gene	plus	2577199	2577855	FIG01234995: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2902	gene	plus	2577902	2578078	alternate gene name: jofB
Bacterial_genome_Nanuq_01May2018.CDS.2903	gene	plus	2578157	2578831	Cytidylate kinase (EC 2.7.4.25)
Bacterial_genome_Nanuq_01May2018.CDS.2904	gene	plus	2579059	2580207	SSU ribosomal protein S1p
Bacterial_genome_Nanuq_01May2018.CDS.2905	gene	plus	2580222	2581271	Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)
Bacterial_genome_Nanuq_01May2018.CDS.2907	gene	plus	2581514	2582116	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2908	gene	plus	2582309	2583619	GTP-binding protein EngA
Bacterial_genome_Nanuq_01May2018.CDS.2909	gene	plus	2583637	2584674	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)
